최종순위,채널ID,채널명,대표상위세그먼트,대표하위세그먼트,구독자수,한국채널추정여부,최근평균조회수,최근평균참여율,최근라이브비율,채널력점수,성장성점수,팬밀도점수,라이브친화점수,실전성점수,최종점수,액션버킷,치지직활동여부,SOOP활동여부,타플랫폼활동여부,최종제외여부,최근30일_업로드수,최근30일_평균조회수,최근30일_평균참여율,최근30일_라이브비율,직전30일_업로드수,직전30일_평균조회수,직전30일_평균참여율,직전30일_라이브비율,최근7일_업로드수,최근7일_평균조회수,최근7일_평균참여율,최근7일_라이브비율,직전7일_업로드수,직전7일_평균조회수,직전7일_평균참여율,직전7일_라이브비율,30일_조회수성장률,30일_참여율성장률,30일_업로드수성장률,30일_라이브비율차이,7일_조회수성장률,7일_참여율성장률,7일_업로드수성장률,7일_라이브비율차이,성장성수집영상수,30일_조회수성장률_pct,30일_참여율성장률_pct,30일_업로드수성장률_pct,7일_조회수성장률_pct,7일_참여율성장률_pct,성장성점수_proxy_raw,성장성신뢰도,성장성점수_proxy,성장성신뢰도등급
1533,UCMYzMBBoFYQEG9EA-aTpGwA,조우즈 쇼츠,음악·보이스형,커버,1290.0,1,9532.666666666666,0.0611308421933575,0.0,0.4933847402597402,,0.1585497835497835,0.5857683982683982,1.0,0.4677985209235209,보류,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,낮음
1534,UCkCmV2ELzePBuDUDiFug2lg,夢乃しろこ / YUMENO SHIROKO,음악·보이스형,JPOP커버,5240.0,1,22772.666666666668,0.0680221464734628,0.0,0.527245670995671,,0.1244588744588744,0.5857683982683982,1.0,0.4677218614718614,보류,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,낮음
1535,UC0AQtGtkfd0jOIcJ_gZKGjg,김유잼 Kim Yu Jaem,음악·보이스형,성우더빙,18100.0,1,23416.33333333333,0.0374421927257178,0.0,0.3144615800865801,,0.3371212121212121,0.5857683982683982,1.0,0.467681277056277,보류,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,낮음
1536,UCv_nTOKgkUYX7iy9ldHY2ww,쿄시,버츄얼 퍼포먼스형,버튜버,6000.0,1,211.6,0.0509355324220223,1.0,0.6445481601731602,0.5419205611112109,0.2245670995670995,0.0983450208833519,1.0,0.4675107083453703,보류,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,낮음
1537,UCQibn-rXVUJxB8Igd1-LFIQ,ちょぼゲーム,,서브컬쳐게임,1290.0,1,230.3333333333333,0.0808054057524396,0.6666666666666666,0.72325487012987,0.48368791779625,0.0865800865800865,0.292107095388797,1.0,0.4671967829348712,보류,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,낮음
1538,UCIqT7Mdf0h3o7Cr169whWew,노래맛 김쿠키,,커버기타,6900.0,1,561.6666666666666,0.0697011862303939,0.0,0.5308982683982684,,0.119047619047619,0.5857683982683982,1.0,0.4671356421356421,보류,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,낮음
1539,UCcnYbz-j8cO2rbIk3yZ_s2A,황제펭귄-2세,버츄얼 퍼포먼스형,버튜버,2290.0,1,4198.0,0.0482746977207793,0.0,0.5124323593073594,0.3893623164988001,0.2386363636363636,0.5464416490258516,1.0,0.4670740072145085,보류,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,낮음
1540,UCgrO99PBjPH_JfwFQbh7jEQ,필리샤 Pilrisya [UNet],버츄얼 퍼포먼스형,버튜버,1530.0,1,1035.4,0.0744019604458626,0.0,0.6456574675324676,0.3897701634380029,0.1038961038961039,0.5464416490258516,1.0,0.4667971810705213,보류,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,낮음
1541,UCEkIcTCVgNe1RT-fmp-MEQA,몽글 MONGLE ASMR,음악·보이스형,ASMR,49200.0,1,24867.2,0.0400528184100573,0.0,0.2880817099567099,0.5447280621435453,0.3057359307359307,0.5464416490258516,1.0,0.4666026730629242,보류,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,낮음
1542,UC9bg8cZ7e_B47et-8fN-heg,소뮤,음악·보이스형,애니송커버,2970.0,1,1115.8,0.0607792410962229,0.1,0.6901650432900432,0.3699230087913008,0.1601731601731601,0.4089997331435687,1.0,0.4664152630351613,보류,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,낮음
1543,UCbGzx_o1C09y742e1p6XyDg,라꼬미,창작·비주얼형,코스프레,22000.0,1,4212.0,0.050605986193677,0.0,0.4205762987012987,,0.2267316017316017,0.5857683982683982,1.0,0.4662563131313131,보류,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,낮음
1544,UCj_I95b86vCanXFLfRXxmEw,Dancer Girl Model,창작·비주얼형,코스프레,1170.0,1,30.33333333333333,0.0357142857142857,1.0,0.8482278138528139,0.118693633039492,0.3555194805194805,0.2348856230485613,1.0,0.4658430753102307,보류,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,낮음
1545,UC_SFDes1kseXgArF9YwQ5sw,마무 Mamuu,음악·보이스형,보컬로이드JPOP커버,2840.0,1,1907.3333333333333,0.0811230708996744,0.0,0.5607819264069265,,0.0849567099567099,0.5857683982683982,1.0,0.4657332251082251,보류,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,낮음
1546,UCXRcD5w4Pfh1o_ySwSN7AsA,피루[PIRU],버츄얼 퍼포먼스형,버튜버,26800.0,1,148.5,0.0889033095392602,0.5,0.802637987012987,0.3652782515544863,0.066017316017316,0.380182564074106,1.0,0.4655107732573132,보류,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,낮음
1547,UCjWR6WlLlXorNTG3oGx0Lfw,Miavi Ch.荼楽庵みあび【ぶいカノ】,음악·보이스형,ASMR보이스,4340.0,1,2729.333333333333,0.0868873102237269,0.3333333333333333,0.5982007575757575,0.6516249543678222,0.0708874458874458,0.2341333789791122,1.0,0.4652982963046231,성장관찰,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,낮음
1548,UCr7M1NiDLkef9QVcQ8nt72Q,Gunjuulei,음악·보이스형,ASMR보이스,2220.0,1,1885.3333333333333,0.0877945521388144,0.0,0.5749594155844155,,0.0676406926406926,0.5857683982683982,1.0,0.464687049062049,보류,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,낮음
1549,UCvPtmnAEEOH515Y7G2qRdhw,토우 루체르나,음악·보이스형,보컬로이드JPOP커버,3520.0,1,4572.0,0.1140663399326078,0.0,0.6880546536796537,0.4667039204773275,0.0335497835497835,0.4504390277938725,1.0,0.4646429435957721,보류,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,낮음
1550,UCONARYWQT0n3y5yTaToqRUQ,하녕 hanyung asmr,음악·보이스형,ASMR,96800.0,1,48734.66666666666,0.0300383644724566,0.0,0.2493100649350649,0.4329712681855449,0.448051948051948,0.5464416490258516,1.0,0.4645495676470171,보류,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,낮음
1551,UCeHC6l3ufHq0TOLc10kQXAg,찌누의 금밤 ASMR,음악·보이스형,ASMR,32700.0,1,14108.333333333334,0.0162524819688111,0.3333333333333333,0.2135010822510822,0.4438800517064938,0.7380952380952381,0.1042875409329474,1.0,0.4645122241531456,보류,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,낮음
1552,UCusZCv3D284Y_3UXF0fqYtQ,묘묘네 음악카페,음악·보이스형,애니송커버,4410.0,1,16440.333333333332,0.0514698656328777,0.0,0.3868912337662337,0.5231533181325816,0.2196969696969697,0.5464416490258516,1.0,0.464401627752824,보류,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,낮음
1553,UC4RqkMZg4xRy0gWizubvPLw,블레어 로즈 Blaire Rose,버츄얼 퍼포먼스형,버튜버,14400.0,1,20980.33333333333,0.0372312573056862,0.0,0.4168695887445887,0.3734229220153564,0.3392857142857143,0.5464416490258516,1.0,0.4643608036152926,보류,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,낮음
1554,UC91e424ZZfmazMuu8oZHnCw,루연,음악·보이스형,애니송커버,1540.0,1,8167.0,0.0916742765383253,0.0,0.5789637445887446,,0.0622294372294372,0.5857683982683982,1.0,0.4642180735930735,보류,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,낮음
1555,UCybzQL-nUUIcbobgx6CrvkQ,HUBA후바,음악·보이스형,ASMR보이스,21900000.0,1,1563248.6666666667,0.0256698670597424,0.0,0.134672619047619,0.5319152947090612,0.5216450216450217,0.5464416490258516,0.85,0.4640244812043033,제외,0,0,0,True,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,낮음
1556,UC_tmWi6j_uTJ_3Zsg2rTekg,유쌤의 기타한입(OneBiteGuitar),,음악기타,8070.0,1,1589.6666666666667,0.0530614840763817,0.0,0.4069534632034632,0.5077562733023333,0.2099567099567099,0.5464416490258516,1.0,0.4631328589695044,보류,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,낮음
1557,UCl-XpmnxjOp9DudQgDyybPA,p q ASMR 피큐,음악·보이스형,ASMR,294000.0,1,136918.66666666666,0.0303784398344082,0.0,0.1968208874458873,,0.441017316017316,0.5857683982683982,1.0,0.4630997474747474,보류,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,낮음
1558,UCtVEAvDBs8JxAdKmbIGW0aA,"Key joon - 더빙,OST",음악·보이스형,성우,6340.0,1,5718.0,0.0411103544595054,0.0,0.3423024891774891,,0.2932900432900432,0.5857683982683982,1.0,0.4623511904761905,보류,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,낮음
1559,UCzoP3s16B9hP7f_qIc6DReQ,쵸쵸우,버츄얼 퍼포먼스형,버튜버,470000.0,1,5925.333333333333,0.0324721512071032,0.0,0.3560200216450216,0.3863271034189721,0.4025974025974026,0.5464416490258516,0.94,0.4622023792692268,제외,0,0,0,True,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,낮음
1560,UCsjWDTDwpK9lcX0qYp_Vzew,🌷이주연의 감성노트,음악·보이스형,ASMR보이스,10200.0,1,465.6666666666667,0.1147259563521699,0.0,0.6009199134199134,,0.033008658008658,0.5857683982683982,1.0,0.4617965367965368,보류,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,낮음
1561,UCYfvw2h8zeFs6Ehtwq1BQDQ,플루멘 Flumen Musica,음악·보이스형,보컬로이드JPOP커버,1600.0,1,20981.666666666668,0.0506130787740054,0.0,0.4269345238095238,0.4652909687187681,0.2261904761904762,0.5464416490258516,1.0,0.4615702395335698,보류,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,낮음
1562,UCSUxlr87tWOFtviPtCbHHvg,시롤,게임 실황형,붕괴스타레일,4590.0,1,2843.0,0.0350360088537404,0.6666666666666666,0.5055871212121212,0.5214936533869549,0.3658008658008658,0.0888413276012244,1.0,0.4615466092401692,보류,0,0,0,False,1.0,13788.0,0.021467943138961415,0.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,0.125,,낮음
1563,UCzDrrIchQkUeRKDOOCY-nsQ,Blue Guppy Ch. 青グッピー,게임 실황형,롤,27900.0,1,3622.0,0.0483602671312679,0.0,0.4238771645021645,0.4567721144006175,0.2375541125541125,0.5464416490258516,1.0,0.4615170952181013,보류,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,낮음
1564,UC5-9Lj69d6OMFyAa_7Ffy1g,Lebi ASMR,음악·보이스형,ASMR,123000.0,1,83136.33333333333,0.019195866402831,1.0,0.1099296536796536,0.4669681382669946,0.6569264069264069,0.3535783584058687,1.0,0.4614928034791441,보류,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,낮음
1565,UC6seXzZUyrP_HSyLG_Zt8wg,해냄 HAENAEM,버츄얼 퍼포먼스형,버튜버,1750.0,1,322.6666666666667,0.0872325614047468,0.0,0.7813582251082251,0.2676388564725877,0.0687229437229437,0.5464416490258516,1.0,0.4613962536798168,보류,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,낮음
1566,UCRd88OR1hT4IDdiUcSuWLrQ,HiyamiKuki ch. ASMR,음악·보이스형,ASMR보이스,5900.0,1,6612.0,0.0557571771353117,0.0,0.439353354978355,,0.1920995670995671,0.5857683982683982,1.0,0.4609713203463204,보류,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,낮음
1567,UC0JQ07VbdLo9RlFUyNyAa4A,꿔낙이의 저세상 공작소,창작·비주얼형,일러스트리깅,9290.0,1,3246.6666666666665,0.0788881819691229,0.3333333333333333,0.4665449134199134,0.743727766335892,0.093073593073593,0.2336978995100959,1.0,0.460891253133864,성장관찰,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,낮음
1568,UCN2nliQqJBQUPco1RL10rkQ,야묘,창작·비주얼형,일러스트리깅,8200.0,1,685.6666666666666,0.1076855145010003,0.3333333333333333,0.5892721861471861,0.7006092269759481,0.0395021645021645,0.1888400762866641,1.0,0.4606719058493242,성장관찰,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,낮음
1569,UCTVkjiEiaiSbEq0Qwd5XTPA,불법스님,창작·비주얼형,코스프레,68000.0,1,49661.0,0.0328542569772813,0.3333333333333333,0.254099025974026,0.6429295558867005,0.3998917748917749,0.2426603124369242,1.0,0.4606291360536639,성장관찰,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,낮음
1570,UCBEp1K7bBQq57lEfj4Gfc4w,Lovely Chia,음악·보이스형,ASMR보이스,1780.0,1,442.0,0.0551453474840571,0.6666666666666666,0.6827110389610391,0.4752752892032771,0.1975108225108225,0.1412855665761911,1.0,0.4600671226552133,보류,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,낮음
1571,UCN3c5AfpvGtsb82vJDAbc9w,갱여운,음악·보이스형,ASMR보이스,144000.0,1,12821.0,0.039025756513023,0.0,0.3119994588744588,,0.3165584415584415,0.5857683982683982,1.0,0.460006313131313,보류,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,낮음
1572,UC2zBEPRPI-4emnMVFkJkn5g,장마군,창작·비주얼형,코스프레,160000.0,1,82043.66666666667,0.0266314482147061,0.0,0.120616883116883,,0.5064935064935064,0.5857683982683982,1.0,0.4595238095238095,보류,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,낮음
1573,UCs65_5-qdPDYBSRKwRbu_UA,다갤짱,창작·비주얼형,코스프레,12200.0,1,2115.333333333333,0.0529898851255974,0.3333333333333333,0.490435606060606,0.4960394262015476,0.2104978354978355,0.4005045585933484,1.0,0.4593189007289995,보류,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,낮음
1574,UCxK9Lu1TjYqUH0FAOqW9EXQ,세이로쿠 키라 Seiroku Kira,음악·보이스형,보컬로이드JPOP커버,1160.0,1,3899.6666666666665,0.059052518246306,0.6666666666666666,0.6494453463203463,0.3975536664332693,0.1699134199134199,0.3663838627754048,1.0,0.4591856875830695,보류,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,낮음
1575,UCBDz0eYq2j40pTeCmBGosNQ,쵸마린 『ちょマリン』,음악·보이스형,보컬로이드JPOP커버,5510.0,1,4322.333333333333,0.0598347916937701,0.0,0.5561823593073593,0.3886826214713609,0.1639610389610389,0.5464416490258516,1.0,0.4591727522888175,보류,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,낮음
1576,UCCdSoJSdmkcD5TwRh_qdXFQ,루시드 LUXEED [VRECORD],음악·보이스형,ASMR,22700.0,1,3235.333333333333,0.0920117838859347,0.0,0.5643127705627705,,0.0616883116883116,0.5857683982683982,1.0,0.4591540404040404,보류,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,낮음
1577,UC_xzTYuctGZ5zHUWxOfY4Kw,zino asmr,음악·보이스형,ASMR보이스,49600.0,1,9610.0,0.0428279884760498,0.0,0.348146645021645,,0.2775974025974026,0.5857683982683982,1.0,0.4590683621933622,보류,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,낮음
1578,UCy709n-h1QUhEOR2hdqbYNA,단츄,음악·보이스형,커버,30100.0,1,241506.0,0.0248383552742618,0.0,0.1239989177489176,0.4412954750833348,0.5422077922077922,0.5464416490258516,1.0,0.458841793613889,보류,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,낮음
1579,UC032LUA2DU5dkrsXrPApzNQ,복이복이,창작·비주얼형,일러스트리깅,1070.0,1,26.666666666666668,0.1900246305418719,1.0,0.7674918831168831,0.5132155275079744,0.0113636363636363,0.2383339195470023,1.0,0.4587678496791738,보류,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,낮음
1580,UCtKaWarbIgekUqjGV_uEw3A,이무지,버츄얼 퍼포먼스형,버튜버,94800.0,1,58653.0,0.0410881599085083,0.0,0.2405979437229437,0.5725409492689875,0.2938311688311688,0.5464416490258516,1.0,0.4587087628096528,보류,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,낮음
1581,UC9mxejZ2HB5FictR8eVbeJA,호소이누 Hosoinu,,음악기타,104000.0,1,71223.0,0.0332221390690913,0.0,0.2323457792207792,,0.3912337662337662,0.5857683982683982,1.0,0.4583468614718614,보류,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,낮음
1582,UCdX17kZ8_N8FSXu4E_pYSMw,시저,버츄얼 퍼포먼스형,버튜버,3190.0,1,165.33333333333334,0.0770747849420309,0.6666666666666666,0.6784767316017316,0.5114313841660831,0.0968614718614718,0.2441689217531242,1.0,0.4583177351702903,보류,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,낮음
1583,UCYoLImO_UtuPL_C7sGME7ng,자작가수이원Leewon,,커버기타,2190.0,1,6094.0,0.0415429100843769,0.0,0.4917613636363636,0.3260671945037912,0.2867965367965367,0.5464416490258516,1.0,0.4581225210880506,보류,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,낮음
1584,UCZ6mNZTiTUrUSbSYPlclI4A,레벤,창작·비주얼형,코스프레,18300.0,1,26966.0,0.0331104413365838,0.0,0.2287337662337662,,0.3939393939393939,0.5857683982683982,1.0,0.458044733044733,보류,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,낮음
1585,UC26Tg4U56GfLN2cnswVjGjA,데스해머쵸로키,버츄얼 퍼포먼스형,버튜버,26200.0,1,12664.0,0.0454752851727009,0.0,0.4686688311688312,0.3701665798907221,0.2619047619047619,0.5464416490258516,1.0,0.4571512905949565,보류,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,낮음
1586,UCvh6V_1iSXOAQIbmsibnR8w,윤하필름,음악·보이스형,JPOP커버,1750.0,1,19658.9,0.0554647871958859,0.0,0.4259334415584416,,0.1937229437229437,0.5857683982683982,1.0,0.4570391414141414,보류,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,낮음
1587,UCfTczWpcDVfzT40hZ6kITGw,코코잡덕집사,게임 실황형,롤,1570.0,1,132.66666666666666,0.069272976680384,0.0,0.6140151515151515,0.3034635570955791,0.1206709956709956,0.6460484642289971,1.0,0.4564446957047811,보류,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,낮음
1588,UCUMHMWJ7gOSdA0AhxcqxXUg,仁城ケン / Ken Niki,게임 실황형,원신,1570.0,1,424.0,0.0988545729130466,0.6666666666666666,0.6915178571428572,0.4694324254774172,0.0524891774891774,0.3526223948854965,1.0,0.4562532242601874,보류,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,낮음
1589,UC-duUpvFvz7HyRDPHha6nOw,서몽,버츄얼 퍼포먼스형,버튜버,1560.0,1,368.6666666666667,0.1060093990097799,0.0,0.8616071428571428,0.1914201032932966,0.0438311688311688,0.5464416490258516,1.0,0.4561808510992798,보류,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,낮음
1590,UCxM_h0LDzNU0XVD8YWCb17A,취한무드등,음악·보이스형,ASMR보이스,413000.0,1,85235.8,0.0311523390566934,0.0,0.2095102813852813,,0.4307359307359307,0.5857683982683982,0.94,0.4559024170274169,제외,0,0,0,True,1.0,540552.0,0.026663484734123638,0.0,,,,,1.0,540552.0,0.026663484734123638,0.0,,,,,,,,,,,,,1.0,,,,,,,0.125,,낮음
1591,UCsvBhH9LEL7HF-h1OtHC28g,安心睡眠所 WhisperGirls ASMR,음악·보이스형,ASMR,144000.0,1,83582.33333333333,0.0164861345174328,1.0,0.1015016233766233,0.4429840152725662,0.7316017316017316,0.2456581084911485,1.0,0.4558705588364025,보류,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,낮음
1592,UCdeccHQrqmjtUxZ1HeKdq1g,양망두 YMangDu,버츄얼 퍼포먼스형,버튜버,16700.0,1,8061.0,0.0425955917927596,0.0,0.3852408008658008,0.4297028073514186,0.2803030303030303,0.5464416490258516,1.0,0.4557779069839401,보류,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,낮음
1593,UC690ZJpcLHYe7tTCc-MRadQ,농,음악·보이스형,ASMR보이스,1120.0,1,13876.0,0.0646166621761798,0.0,0.477827380952381,,0.137987012987013,0.5857683982683982,1.0,0.4557584776334777,보류,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,낮음
1594,UC_T9ZxoKC76lZe5zjQrKHdg,제이팝듣는예을이,음악·보이스형,JPOP커버,36800.0,1,93674.0,0.0278888099036088,0.0,0.1286796536796536,,0.487012987012987,0.5857683982683982,1.0,0.4557178932178932,보류,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,낮음
1595,UC8lzc3x6-O_PMVR2CEoumpQ,Borin,창작·비주얼형,코스프레,4720.0,1,3646.3333333333335,0.0607909486181324,0.0,0.4855925324675325,0.4493677325146472,0.1596320346320346,0.5464416490258516,1.0,0.4556143222574313,보류,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,낮음
1596,UClorA5fpH2npVPCcZ7pNz7Q,주이녹은 이렇게 털었다.,창작·비주얼형,코스프레,6750.0,1,12915.0,0.0320480061368215,0.3333333333333333,0.3861066017316017,0.4415650789661094,0.4107142857142857,0.3060779680501309,1.0,0.4555081868105188,보류,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,낮음
1597,UC6QvNBC7qEYw6qKQmcGfcuw,THE SSYNDROME,음악·보이스형,애니송커버,28000.0,1,29249.0,0.0771510419750947,0.0,0.3769345238095238,0.6210548364123831,0.0957792207792207,0.5464416490258516,1.0,0.4554083926041596,보류,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,낮음
1598,UCzm6YktXB86ZykTr0qqHN-A,아샤_누아르,버츄얼 퍼포먼스형,버튜버,1560.0,1,6980.333333333333,0.10637891848969,0.0,0.628814935064935,0.4411355380407787,0.0422077922077922,0.5151693939883584,1.0,0.4553149754266302,보류,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,낮음
1599,UCo4HSKAFddVOMQgYxsg5aNg,두뭉,버츄얼 퍼포먼스형,버튜버,20900.0,1,2548.0,0.0426675227158023,0.0,0.4569669913419913,0.3563020281632824,0.2797619047619047,0.5464416490258516,1.0,0.4552239784206724,보류,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,낮음
1600,UCv5zt6MQkGGQo1tUZBFa6Yw,아리스마나,버츄얼 퍼포먼스형,버튜버,9730.0,1,4506.333333333333,0.0797861921039169,0.0,0.5714015151515153,0.4287118517131622,0.0882034632034632,0.5530256306025328,1.0,0.455033052107415,보류,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,낮음
1601,UCm49yGxiVBxaP1YB5l5UaOQ,와그작,음악·보이스형,성우더빙,16100.0,1,25256.9,0.0404382171881002,0.0,0.3132981601731602,,0.3003246753246753,0.5857683982683982,1.0,0.4550279581529581,보류,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,낮음
1602,UCl23-Cci_SMqyGXE1T_LYUg,성시경 SUNG SI KYUNG,,커버기타,2260000.0,1,582318.3333333334,0.0193346734975499,0.3333333333333333,0.1496888528138528,0.5256974990574337,0.6542207792207793,0.2504900460646972,0.85,0.454975289682721,제외,0,0,0,True,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,낮음
1603,UC3__1jHBKyqEcem8sLGEz2w,말랑만두 MRMD,,게임기타,23800.0,1,154595.66666666666,0.0243550407690122,0.0,0.1423701298701298,0.3976636325008827,0.551948051948052,0.5464416490258516,1.0,0.4549617009336438,보류,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,낮음
1604,UC0YWaYfNf_t09EtPTNVP8hA,하디아,음악·보이스형,성우,32800.0,1,99141.66666666669,0.0295907412339723,0.0,0.1596590909090909,,0.4534632034632034,0.5857683982683982,1.0,0.454861111111111,보류,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,낮음
1605,UC_1gBWQYd10hn9DMfyxP9Nw,성우 김동현,음악·보이스형,성우더빙,5920.0,1,5747.0,0.0328666025946863,1.0,0.3531791125541125,0.4826020215802797,0.3993506493506493,0.3050946932293545,1.0,0.4545471498556636,보류,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,낮음
1606,UCimq5qQtbclDlYGdEngt6CQ,Cracker ASMR,음악·보이스형,ASMR보이스,100000.0,1,104862.5,0.0558488843486168,0.0,0.4211174242424242,,0.191017316017316,0.5857683982683982,1.0,0.4545319264069263,보류,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,낮음
