기준시각,후보행수,고유채널수,상위세그먼트수,평균최종점수,중앙최종점수,평균채널력점수,평균성장성점수,평균팬밀도점수,평균라이브친화점수,평균실전성점수,평균성장성신뢰도,shortlist선정수,shortlist선정비율,shortlist신규선정수,shortlist유지수,shortlist이탈수,신규진입수,tracking파일존재여부,즉시검토수,즉시검토비율,검증필요수,검증필요비율,성장관찰수,성장관찰비율,보류수,보류비율,제외수,제외비율,미분류수,미분류비율
2026-05-08 14:47:36,1852,1852,5,0.5375325529921422,0.5476139127265651,0.5002699784017278,0.5070516031655526,0.5002699784017278,0.4996673011839398,0.9606374514038878,0.6959459459459459,612,0.3304535637149028,612,0,0,0,True,131,0.07073434125269978,252,0.13606911447084233,229,0.1236501079913607,1058,0.5712742980561555,182,0.09827213822894168,0,0.0
